transaction_id,tiempo_sk,producto_sk,cliente_sk,canal_sk,tienda_sk,cantidad,precio_unitario,monto_venta,ticket_alto,ticket_bajo,canal_digital,es_pico_temporada,outlier_contextual,complementariedad_estimada,metodo_pago
15699,112,4,3,4,22,4,19.81,79.24,False,True,True,False,False,baja,Efectivo
15700,238,4,1,1,1,2,608.5,1217.0,False,False,False,True,False,baja,Tarjeta
15701,61,1,4,1,23,3,479.22,1437.66,False,False,False,False,False,alta,Tarjeta
15703,34,3,1,1,8,3,450.89,1352.67,False,False,False,True,False,baja,Tarjeta
15704,320,8,2,1,17,2,722.31,1444.62,False,False,False,False,False,alta,Efectivo
15705,51,6,4,1,28,2,830.04,1660.08,False,False,False,True,False,alta,Efectivo
15706,203,5,4,1,13,1,1180.63,1180.63,False,False,False,True,False,baja,Tarjeta
15707,70,8,1,1,1,3,415.52,1246.56,False,False,False,True,False,alta,Tarjeta
15708,125,2,3,1,30,1,1260.65,1260.65,False,False,False,False,False,alta,Efectivo
15709,219,4,2,4,6,4,781.09,3124.36,False,False,True,False,False,baja,Efectivo
15710,222,4,2,4,8,4,286.03,1144.12,False,False,True,False,False,baja,Efectivo
15711,173,1,3,1,30,1,492.57,492.57,False,False,False,False,False,alta,Tarjeta
15712,140,1,3,2,10,4,991.24,3964.96,True,False,True,False,False,alta,Efectivo
15713,212,8,2,1,13,3,1633.4,4900.2,True,False,False,False,False,alta,Efectivo
15714,284,1,4,2,18,2,1915.52,3831.04,True,False,True,False,False,alta,Tarjeta
15715,231,1,3,1,21,2,505.74,1011.48,False,False,False,False,False,alta,Efectivo
15716,228,8,3,2,8,4,1776.39,7105.56,True,False,True,False,False,alta,Efectivo
15717,94,3,2,1,20,3,1863.52,5590.56,True,False,False,False,False,baja,Efectivo
15718,146,3,2,11,16,3,1430.15,4290.45,True,False,True,True,False,baja,Efectivo
15719,221,7,3,1,26,3,1663.25,4989.75,True,False,False,False,False,alta,Efectivo
15720,100,2,3,9,12,2,532.63,1065.26,False,False,True,True,False,alta,Tarjeta
15723,109,8,1,9,13,4,1625.08,6500.32,True,False,True,True,False,alta,Tarjeta
15724,243,5,4,1,23,2,360.07,720.14,False,False,False,False,False,baja,Efectivo
15727,238,1,3,1,27,2,327.36,654.72,False,False,False,True,False,alta,Efectivo
15728,234,4,3,12,3,2,957.78,1915.56,False,False,True,True,False,baja,Efectivo
15729,14,5,4,1,22,4,1957.23,7828.92,True,False,False,True,True,baja,Efectivo
15730,237,7,4,1,24,4,1725.51,6902.04,True,False,False,True,False,alta,Tarjeta
15731,3,4,2,13,6,1,948.41,948.41,False,False,True,True,False,baja,Efectivo
15735,151,6,3,13,10,2,371.04,742.08,False,False,True,True,False,alta,Efectivo
15737,15,4,3,1,1,2,1770.71,3541.42,False,False,False,False,False,baja,Efectivo
15739,45,8,4,1,20,1,950.44,950.44,False,False,False,False,False,alta,Tarjeta
15740,177,5,4,1,7,2,1176.19,2352.38,False,False,False,True,False,baja,Efectivo
15741,151,1,3,1,23,2,429.69,859.38,False,False,False,True,False,alta,Tarjeta
15742,209,7,4,4,6,1,1305.3,1305.3,False,False,True,True,False,alta,Tarjeta
15749,199,2,3,1,28,1,34.24,34.24,False,True,False,False,False,alta,Efectivo
15750,181,7,4,1,26,3,896.59,2689.77,False,False,False,False,False,alta,Efectivo
15751,70,7,2,1,3,4,1662.75,6651.0,True,False,False,True,False,alta,Efectivo
15752,254,8,3,4,11,2,233.28,466.56,False,False,True,False,False,alta,Tarjeta
15755,198,6,3,2,5,4,1643.57,6574.28,True,False,True,False,False,alta,Tarjeta
15756,149,3,3,10,8,1,1083.98,1083.98,False,False,True,False,False,baja,Efectivo
15757,213,7,4,9,27,4,1306.63,5226.52,True,False,True,False,False,alta,Efectivo
15759,159,2,3,1,21,3,1951.28,5853.84,True,False,False,False,False,alta,Efectivo
15761,164,5,3,1,18,4,1196.75,4787.0,True,False,False,False,False,baja,Efectivo
15762,73,7,2,1,22,3,194.66,583.98,False,False,False,False,False,alta,Efectivo
15763,219,7,4,9,26,4,663.56,2654.24,False,False,True,False,False,alta,Efectivo
15764,53,7,2,1,19,4,963.05,3852.2,True,False,False,False,False,alta,Tarjeta
15765,166,5,3,1,21,2,1681.61,3363.22,False,False,False,True,False,baja,Tarjeta
15766,5,4,2,1,13,3,453.1,1359.3,False,False,False,True,False,baja,Efectivo
15767,180,1,4,14,10,2,1694.78,3389.56,False,False,True,False,False,alta,Tarjeta
15768,4,4,3,8,11,3,958.05,2874.15,False,False,True,False,False,baja,Tarjeta
15769,22,8,4,8,30,3,1412.4,4237.2,True,False,True,False,False,alta,Efectivo
15770,191,7,4,1,1,3,508.71,1526.13,False,False,False,False,False,alta,Tarjeta
15771,163,7,4,1,5,3,275.29,825.87,False,False,False,False,False,alta,Tarjeta
15772,26,8,2,1,7,1,967.75,967.75,False,False,False,False,False,alta,Efectivo
15773,13,3,3,1,4,2,107.94,215.88,False,False,False,True,False,baja,Tarjeta
15774,272,5,3,2,18,1,1937.38,1937.38,False,False,True,False,False,baja,Efectivo
15775,313,8,2,2,27,1,74.72,74.72,False,True,True,False,False,alta,Efectivo
15776,179,4,1,12,7,2,294.17,588.34,False,False,True,False,False,baja,Efectivo
15777,116,5,2,2,11,2,872.2,1744.4,False,False,True,False,False,baja,Tarjeta
15778,64,2,2,12,5,1,1281.5,1281.5,False,False,True,False,False,alta,Tarjeta
15779,72,2,4,1,17,4,1219.95,4879.8,True,False,False,False,False,alta,Tarjeta
15780,322,8,2,2,6,3,672.99,2018.97,False,False,True,False,False,alta,Tarjeta
15781,114,8,4,1,6,2,629.54,1259.08,False,False,False,False,False,alta,Efectivo
15782,214,4,4,5,9,4,1655.44,6621.76,True,False,True,True,False,baja,Efectivo
15784,281,4,3,1,27,4,1477.31,5909.24,True,False,False,True,False,baja,Tarjeta
15785,304,2,4,8,6,4,60.7,242.8,False,False,True,False,False,alta,Tarjeta
15787,78,8,2,1,26,2,1058.63,2117.26,False,False,False,False,False,alta,Efectivo
15788,45,6,4,1,25,3,1156.48,3469.44,False,False,False,False,False,alta,Efectivo
15789,102,3,2,1,29,4,1571.93,6287.72,True,False,False,False,False,baja,Efectivo
15790,92,7,2,2,14,3,1942.36,5827.08,True,False,True,False,False,alta,Efectivo
15791,230,1,3,7,18,4,1441.14,5764.56,True,False,True,False,False,alta,Efectivo
15792,141,2,2,1,25,4,412.06,1648.24,False,False,False,True,False,alta,Efectivo
15794,133,1,3,5,2,2,774.18,1548.36,False,False,True,False,False,alta,Efectivo
15795,12,7,2,1,28,2,323.92,647.84,False,False,False,True,False,alta,Tarjeta
15796,20,5,2,1,12,1,25.61,25.61,False,True,False,True,False,baja,Efectivo
15797,296,3,2,1,6,2,324.97,649.94,False,False,False,False,False,baja,Efectivo
15799,13,7,3,1,2,1,1604.81,1604.81,False,False,False,True,False,alta,Efectivo
15800,164,7,2,1,11,3,1371.53,4114.59,True,False,False,False,False,alta,Tarjeta
15802,298,1,4,1,2,3,384.78,1154.34,False,False,False,False,False,alta,Efectivo
15803,161,2,2,17,4,2,1957.96,3915.92,True,False,True,False,False,alta,Efectivo
15804,14,3,4,1,22,1,1930.9,1930.9,False,False,False,True,False,baja,Tarjeta
15805,203,5,3,1,23,1,1136.74,1136.74,False,False,False,True,False,baja,Tarjeta
15807,5,4,2,1,2,3,1674.19,5022.57,True,False,False,True,False,baja,Efectivo
15808,52,1,2,4,3,3,177.48,532.44,False,False,True,False,False,alta,Tarjeta
15809,198,1,3,2,10,2,373.13,746.26,False,False,True,False,False,alta,Tarjeta
15810,79,8,3,1,14,1,959.86,959.86,False,False,False,True,False,alta,Tarjeta
15811,208,6,2,1,22,3,1663.2,4989.6,True,False,False,False,False,alta,Efectivo
15815,90,8,4,1,16,2,1440.26,2880.52,False,False,False,False,False,alta,Tarjeta
15816,234,5,4,12,10,1,135.08,135.08,False,False,True,True,False,baja,Efectivo
15817,75,7,2,12,12,4,357.82,1431.28,False,False,True,True,False,alta,Efectivo
15818,272,7,2,2,3,3,841.81,2525.43,False,False,True,False,False,alta,Efectivo
15819,58,3,4,1,20,2,1590.46,3180.92,False,False,False,False,False,baja,Efectivo
15820,144,5,3,1,8,4,542.21,2168.84,False,False,False,True,False,baja,Efectivo
15822,198,3,2,2,12,1,1900.42,1900.42,False,False,True,False,False,baja,Tarjeta
15823,214,1,2,4,30,4,818.2,3272.8,False,False,True,True,False,alta,Tarjeta
15824,138,4,4,5,12,2,1375.69,2751.38,False,False,True,False,False,baja,Efectivo
15825,42,1,2,1,21,1,1882.72,1882.72,False,False,False,False,False,alta,Tarjeta
15828,286,8,4,9,12,2,721.14,1442.28,False,False,True,False,False,alta,Tarjeta
15830,243,6,3,1,2,4,1952.29,7809.16,True,False,False,False,True,alta,Efectivo
15831,120,5,3,10,2,1,962.42,962.42,False,False,True,True,False,baja,Tarjeta
15832,170,6,3,1,21,2,251.86,503.72,False,False,False,False,False,alta,Efectivo
15833,70,7,4,1,7,2,1396.21,2792.42,False,False,False,True,False,alta,Tarjeta
15834,235,7,2,1,24,4,1960.93,7843.72,True,False,False,True,True,alta,Efectivo
15835,149,6,4,13,24,1,1530.86,1530.86,False,False,True,False,False,alta,Tarjeta
15836,107,4,2,12,1,2,1168.7,2337.4,False,False,True,False,False,baja,Efectivo
15837,272,8,4,2,2,1,260.36,260.36,False,False,True,False,False,alta,Efectivo
15838,95,2,1,1,27,2,1686.43,3372.86,False,False,False,True,False,alta,Efectivo
15839,2,6,4,2,16,4,516.9,2067.6,False,False,True,False,False,alta,Efectivo
15841,222,1,2,9,14,4,124.32,497.28,False,False,True,False,False,alta,Efectivo
15843,163,6,3,1,4,2,1170.04,2340.08,False,False,False,False,False,alta,Tarjeta
15844,45,2,3,1,28,2,415.76,831.52,False,False,False,False,False,alta,Tarjeta
15845,23,6,2,1,30,1,663.95,663.95,False,False,False,False,False,alta,Efectivo
15846,267,1,3,10,3,4,1931.67,7726.68,True,False,True,False,False,alta,Tarjeta
15847,224,7,4,15,28,4,44.01,176.04,False,False,True,True,False,alta,Tarjeta
15848,146,7,3,4,25,4,475.43,1901.72,False,False,True,True,False,alta,Efectivo
15849,128,8,3,1,20,3,538.74,1616.22,False,False,False,True,False,alta,Efectivo
15850,151,1,2,1,11,3,1907.47,5722.41,True,False,False,True,False,alta,Efectivo
15852,152,4,4,12,23,3,243.44,730.32,False,False,True,False,False,baja,Tarjeta
15853,237,5,4,1,29,4,297.31,1189.24,False,False,False,True,False,baja,Tarjeta
15854,245,3,2,2,11,1,1102.27,1102.27,False,False,True,False,False,baja,Efectivo
15855,55,4,2,1,22,2,1076.18,2152.36,False,False,False,True,False,baja,Efectivo
15856,263,5,4,1,3,2,1589.75,3179.5,False,False,False,False,False,baja,Efectivo
15857,265,6,2,2,14,4,682.5,2730.0,False,False,True,False,False,alta,Tarjeta
15858,172,5,3,1,5,3,265.6,796.8,False,False,False,True,False,baja,Efectivo
15859,72,4,3,1,23,2,83.53,167.06,False,False,False,False,False,baja,Tarjeta
15860,137,7,3,1,9,4,1383.49,5533.96,True,False,False,True,False,alta,Efectivo
15861,26,1,2,1,30,2,115.71,231.42,False,False,False,False,False,alta,Efectivo
15862,322,5,4,2,14,4,241.37,965.48,False,False,True,False,False,baja,Efectivo
15863,183,4,4,8,2,3,971.35,2914.05,False,False,True,False,False,baja,Tarjeta
15866,58,3,4,1,3,4,1276.59,5106.36,True,False,False,False,False,baja,Efectivo
15867,11,6,3,9,6,3,1911.59,5734.77,True,False,True,False,False,alta,Efectivo
15868,245,7,4,2,24,4,572.66,2290.64,False,False,True,False,False,alta,Tarjeta
15869,65,4,4,2,13,4,1113.39,4453.56,True,False,True,False,False,baja,Efectivo
15871,44,8,4,1,30,4,320.96,1283.84,False,False,False,False,False,alta,Tarjeta
15873,169,7,3,10,20,1,1667.43,1667.43,False,False,True,False,False,alta,Tarjeta
15877,108,6,4,1,24,4,44.43,177.72,False,False,False,True,False,alta,Tarjeta
15878,175,2,2,1,17,2,58.66,117.32,False,False,False,False,False,alta,Efectivo
15879,243,1,4,1,25,3,420.94,1262.82,False,False,False,False,False,alta,Tarjeta
15880,108,3,3,1,16,4,1546.25,6185.0,True,False,False,True,False,baja,Tarjeta
15881,43,1,2,1,14,4,1141.5,4566.0,True,False,False,False,False,alta,Efectivo
15882,68,3,2,6,19,2,280.91,561.82,False,False,True,True,False,baja,Tarjeta
15883,36,7,3,1,21,3,1306.52,3919.56,True,False,False,False,False,alta,Efectivo
15884,76,4,3,1,15,4,339.91,1359.64,False,False,False,True,False,baja,Efectivo
15886,20,3,3,1,3,4,1629.55,6518.2,True,False,False,True,False,baja,Efectivo
15887,101,5,2,8,12,2,1238.8,2477.6,False,False,True,True,False,baja,Efectivo
15888,296,4,3,1,11,3,860.97,2582.91,False,False,False,False,False,baja,Tarjeta
15889,210,4,4,10,22,2,1715.68,3431.36,False,False,True,True,False,baja,Efectivo
15890,40,3,2,2,18,3,128.92,386.76,False,False,True,False,False,baja,Efectivo
15892,276,3,1,3,1,1,1025.07,1025.07,False,False,True,True,False,baja,Tarjeta
15893,232,6,4,2,20,3,1292.48,3877.44,True,False,True,False,False,alta,Efectivo
15894,267,6,3,3,17,4,895.49,3581.96,False,False,True,False,False,alta,Efectivo
15895,73,1,2,1,22,3,42.3,126.9,False,False,False,False,False,alta,Tarjeta
15896,210,5,3,1,18,3,228.5,685.5,False,False,False,True,False,baja,Tarjeta
15897,146,2,4,6,21,3,816.1,2448.3,False,False,True,True,False,alta,Efectivo
15898,291,2,2,2,12,4,29.75,119.0,False,False,True,False,False,alta,Tarjeta
15899,72,4,2,1,26,4,1594.61,6378.44,True,False,False,False,False,baja,Efectivo
15900,173,3,4,1,10,2,1587.93,3175.86,False,False,False,False,False,baja,Efectivo
15901,117,1,2,1,26,4,1496.36,5985.44,True,False,False,False,False,alta,Tarjeta
15902,241,4,2,1,20,2,1920.21,3840.42,True,False,False,True,False,baja,Tarjeta
15903,30,6,4,1,22,3,1595.99,4787.97,True,False,False,False,False,alta,Tarjeta
15905,240,6,2,1,25,4,1671.69,6686.76,True,False,False,True,False,alta,Efectivo
15906,6,4,3,1,6,2,192.15,384.3,False,False,False,True,False,baja,Efectivo
15907,82,8,2,2,8,1,135.56,135.56,False,False,True,False,False,alta,Tarjeta
15908,192,4,4,1,16,3,444.37,1333.11,False,False,False,True,False,baja,Efectivo
15909,275,7,4,1,28,1,1641.91,1641.91,False,False,False,True,False,alta,Tarjeta
15911,198,1,3,2,8,4,1683.86,6735.44,True,False,True,False,False,alta,Efectivo
15912,190,1,2,6,5,1,1659.91,1659.91,False,False,True,True,False,alta,Efectivo
15913,120,7,3,9,28,2,1637.1,3274.2,False,False,True,True,False,alta,Tarjeta
15914,251,7,3,1,26,3,1909.38,5728.14,True,False,False,False,False,alta,Tarjeta
15916,86,3,2,1,4,3,1238.79,3716.37,True,False,False,True,False,baja,Efectivo
15917,257,3,4,1,4,3,224.57,673.71,False,False,False,False,False,baja,Tarjeta
15918,222,2,4,13,30,4,1776.5,7106.0,True,False,True,False,False,alta,Efectivo
15919,254,4,3,8,23,2,746.56,1493.12,False,False,True,False,False,baja,Tarjeta
15920,67,6,3,10,11,1,469.98,469.98,False,False,True,True,False,alta,Tarjeta
15921,324,4,4,2,26,2,874.32,1748.64,False,False,True,False,False,baja,Efectivo
15922,272,1,3,2,7,2,992.17,1984.34,False,False,True,False,False,alta,Efectivo
15923,253,4,4,1,18,4,219.7,878.8,False,False,False,True,False,baja,Tarjeta
15925,7,4,2,1,16,4,57.35,229.4,False,False,False,False,False,baja,Efectivo
15926,135,4,2,2,27,2,1101.98,2203.96,False,False,True,False,False,baja,Efectivo
15928,52,3,1,2,18,1,1670.15,1670.15,False,False,True,False,False,baja,Tarjeta
15930,163,7,2,1,13,4,1390.39,5561.56,True,False,False,False,False,alta,Tarjeta
15931,165,8,2,1,23,4,1559.58,6238.32,True,False,False,False,False,alta,Efectivo
15932,45,5,3,1,27,3,1917.16,5751.48,True,False,False,False,False,baja,Efectivo
15933,272,2,3,2,7,1,1363.87,1363.87,False,False,True,False,False,alta,Tarjeta
15934,174,2,3,1,21,2,1195.79,2391.58,False,False,False,False,False,alta,Efectivo
15937,206,2,3,1,17,1,418.5,418.5,False,False,False,False,False,alta,Tarjeta
15938,99,5,3,1,3,4,1183.79,4735.16,True,False,False,True,False,baja,Tarjeta
15940,84,1,2,2,16,4,794.17,3176.68,False,False,True,False,False,alta,Tarjeta
15941,21,5,3,1,11,1,241.39,241.39,False,False,False,True,False,baja,Efectivo
15942,263,7,4,1,7,1,1819.5,1819.5,False,False,False,False,False,alta,Efectivo
15946,219,3,4,11,3,3,1391.01,4173.03,True,False,True,False,False,baja,Efectivo
15949,154,3,2,1,11,1,1018.99,1018.99,False,False,False,True,False,baja,Efectivo
15951,162,4,2,2,28,2,838.6,1677.2,False,False,True,False,False,baja,Efectivo
15952,186,7,3,1,23,2,280.51,561.02,False,False,False,False,False,alta,Efectivo
15953,44,6,4,1,15,4,920.88,3683.52,False,False,False,False,False,alta,Tarjeta
15954,298,7,2,1,6,1,85.24,85.24,False,True,False,False,False,alta,Tarjeta
15955,55,8,1,1,4,3,1867.78,5603.34,True,False,False,True,False,alta,Tarjeta
15956,308,2,2,5,1,3,1510.5,4531.5,True,False,True,False,False,alta,Efectivo
15958,137,5,3,1,7,4,1843.09,7372.36,True,False,False,True,False,baja,Tarjeta
15959,222,5,4,12,3,2,1480.9,2961.8,False,False,True,False,False,baja,Efectivo
15960,278,6,3,1,15,3,550.88,1652.64,False,False,False,False,False,alta,Tarjeta
15961,183,6,3,5,9,2,253.16,506.32,False,False,True,False,False,alta,Tarjeta
15962,75,8,2,3,25,4,395.0,1580.0,False,False,True,True,False,alta,Tarjeta
15964,15,3,2,1,14,1,1963.59,1963.59,False,False,False,False,False,baja,Efectivo
15965,103,5,1,12,8,2,1492.02,2984.04,False,False,True,False,False,baja,Tarjeta
15966,269,7,2,1,20,1,1493.23,1493.23,False,False,False,False,False,alta,Efectivo
15968,95,1,2,1,17,3,488.61,1465.83,False,False,False,True,False,alta,Tarjeta
15969,148,2,3,1,17,2,891.19,1782.38,False,False,False,False,False,alta,Tarjeta
15971,272,8,2,2,28,1,1216.78,1216.78,False,False,True,False,False,alta,Tarjeta
15972,218,3,1,1,1,4,1135.49,4541.96,True,False,False,False,False,baja,Efectivo
15974,32,4,3,10,22,2,522.96,1045.92,False,False,True,True,False,baja,Efectivo
15975,57,7,3,6,12,1,1508.29,1508.29,False,False,True,True,False,alta,Tarjeta
15977,276,3,1,1,28,3,604.01,1812.03,False,False,False,True,False,baja,Tarjeta
15979,108,3,4,1,25,1,975.27,975.27,False,False,False,True,False,baja,Efectivo
15980,241,1,3,1,3,4,487.61,1950.44,False,False,False,True,False,alta,Tarjeta
15982,291,6,3,2,9,3,28.75,86.25,False,True,True,False,False,alta,Efectivo
15983,84,1,2,2,8,1,513.55,513.55,False,False,True,False,False,alta,Efectivo
15984,16,2,2,10,4,4,1944.57,7778.28,True,False,True,False,False,alta,Tarjeta
15985,141,4,2,11,27,2,547.92,1095.84,False,False,True,True,False,baja,Efectivo
15986,206,8,2,1,18,2,1577.09,3154.18,False,False,False,False,False,alta,Efectivo
15988,90,1,4,1,25,4,1590.0,6360.0,True,False,False,False,False,alta,Efectivo
15989,289,8,3,8,3,1,886.79,886.79,False,False,True,True,False,alta,Tarjeta
15990,233,3,4,14,26,4,1908.94,7635.76,True,False,True,False,False,baja,Efectivo
15991,189,7,3,13,25,3,556.35,1669.05,False,False,True,False,False,alta,Efectivo
15995,35,3,4,2,2,3,758.94,2276.82,False,False,True,False,False,baja,Tarjeta
15996,175,1,3,1,30,4,1867.92,7471.68,True,False,False,False,False,alta,Efectivo
15997,160,1,3,11,13,1,1599.8,1599.8,False,False,True,False,False,alta,Efectivo
15998,190,1,2,13,9,2,615.92,1231.84,False,False,True,True,False,alta,Tarjeta
15999,190,8,4,12,5,4,1235.81,4943.24,True,False,True,True,False,alta,Efectivo
16000,310,2,4,2,16,2,365.26,730.52,False,False,True,False,False,alta,Tarjeta
16001,320,2,4,1,6,4,91.59,366.36,False,False,False,False,False,alta,Efectivo
16002,244,3,2,1,13,4,1455.48,5821.92,True,False,False,False,False,baja,Efectivo
16004,320,8,2,1,30,1,1139.62,1139.62,False,False,False,False,False,alta,Tarjeta
16005,185,8,2,2,18,1,919.47,919.47,False,False,True,False,False,alta,Tarjeta
16007,69,1,2,1,11,1,1757.25,1757.25,False,False,False,True,False,alta,Efectivo
16008,229,2,2,1,28,3,922.48,2767.44,False,False,False,False,False,alta,Tarjeta
16009,18,6,3,8,6,2,99.14,198.28,False,False,True,True,False,alta,Efectivo
16010,148,7,3,1,17,1,233.14,233.14,False,False,False,False,False,alta,Efectivo
16012,44,7,2,1,14,4,313.03,1252.12,False,False,False,False,False,alta,Efectivo
16013,45,8,3,1,26,4,911.01,3644.04,False,False,False,False,False,alta,Efectivo
16014,28,5,3,2,4,4,1450.67,5802.68,True,False,True,False,False,baja,Efectivo
16016,167,4,3,4,18,3,1204.98,3614.94,False,False,True,False,False,baja,Tarjeta
16017,215,6,4,2,15,4,1977.77,7911.08,True,False,True,False,True,alta,Efectivo
16018,57,4,2,6,19,2,1092.7,2185.4,False,False,True,True,False,baja,Tarjeta
16019,27,5,4,2,26,3,622.02,1866.06,False,False,True,False,False,baja,Efectivo
16020,285,1,2,2,10,4,548.94,2195.76,False,False,True,False,False,alta,Efectivo
16021,137,3,2,1,16,2,1486.86,2973.72,False,False,False,True,False,baja,Tarjeta
16022,147,1,2,7,14,3,606.57,1819.71,False,False,True,True,False,alta,Efectivo
16023,164,2,3,1,3,2,782.76,1565.52,False,False,False,False,False,alta,Efectivo
16025,300,7,4,8,20,3,63.05,189.15,False,False,True,False,False,alta,Efectivo
16026,18,4,2,5,24,4,778.86,3115.44,False,False,True,True,False,baja,Tarjeta
16028,289,7,3,12,30,4,238.64,954.56,False,False,True,True,False,alta,Efectivo
16029,156,4,3,1,4,2,1236.55,2473.1,False,False,False,False,False,baja,Efectivo
16030,272,3,4,2,24,1,1427.14,1427.14,False,False,True,False,False,baja,Efectivo
16031,172,7,2,1,28,3,506.1,1518.3,False,False,False,True,False,alta,Efectivo
16032,240,7,4,1,30,4,1506.17,6024.68,True,False,False,True,False,alta,Tarjeta
16033,47,7,3,2,8,2,81.23,162.46,False,False,True,False,False,alta,Efectivo
16034,176,4,3,1,1,1,1384.42,1384.42,False,False,False,True,False,baja,Efectivo
16035,63,1,2,9,6,1,1495.92,1495.92,False,False,True,True,False,alta,Efectivo
16036,107,1,2,12,19,3,1237.5,3712.5,True,False,True,False,False,alta,Efectivo
16037,221,5,2,1,12,1,566.83,566.83,False,False,False,False,False,baja,Efectivo
16038,88,4,2,10,17,3,1918.17,5754.51,True,False,True,False,False,baja,Tarjeta
16039,105,5,3,12,23,4,1772.97,7091.88,True,False,True,False,False,baja,Efectivo
16040,302,3,3,1,10,3,1215.63,3646.89,False,False,False,False,False,baja,Efectivo
16041,303,4,2,1,26,4,624.94,2499.76,False,False,False,False,False,baja,Tarjeta
16042,264,5,3,2,22,2,131.76,263.52,False,False,True,False,False,baja,Efectivo
16043,280,8,3,1,29,4,368.94,1475.76,False,False,False,False,False,alta,Tarjeta
16044,268,2,2,2,18,4,227.06,908.24,False,False,True,False,False,alta,Tarjeta
16045,90,5,4,1,28,2,1961.03,3922.06,True,False,False,False,False,baja,Efectivo
16047,8,3,3,2,25,4,1315.02,5260.08,True,False,True,False,False,baja,Tarjeta
16048,166,6,2,1,12,4,576.38,2305.52,False,False,False,True,False,alta,Tarjeta
16049,202,1,2,12,28,1,1795.92,1795.92,False,False,True,False,False,alta,Tarjeta
16050,168,7,2,8,27,2,64.97,129.94,False,False,True,True,False,alta,Efectivo
16051,100,2,2,8,4,1,497.14,497.14,False,False,True,True,False,alta,Tarjeta
16053,145,5,4,6,23,4,1958.9,7835.6,True,False,True,False,True,baja,Tarjeta
16055,300,1,4,10,1,1,1661.31,1661.31,False,False,True,False,False,alta,Tarjeta
16056,63,3,2,3,28,1,368.62,368.62,False,False,True,True,False,baja,Efectivo
16057,1,8,2,1,14,2,57.93,115.86,False,False,False,False,False,alta,Tarjeta
16058,292,3,4,2,24,1,949.76,949.76,False,False,True,False,False,baja,Tarjeta
16060,229,6,3,1,26,4,565.64,2262.56,False,False,False,False,False,alta,Efectivo
16061,221,6,2,1,26,4,1643.12,6572.48,True,False,False,False,False,alta,Efectivo
16066,63,7,2,4,15,3,1915.04,5745.12,True,False,True,True,False,alta,Efectivo
16067,26,3,4,1,16,1,502.74,502.74,False,False,False,False,False,baja,Tarjeta
16068,166,7,1,1,28,2,120.51,241.02,False,False,False,True,False,alta,Tarjeta
16069,212,1,2,1,26,3,1319.3,3957.9,True,False,False,False,False,alta,Efectivo
16070,306,8,3,1,30,3,1501.51,4504.53,True,False,False,False,False,alta,Tarjeta
16071,156,8,2,1,29,4,1941.32,7765.28,True,False,False,False,False,alta,Efectivo
16072,107,4,2,5,14,3,328.93,986.79,False,False,True,False,False,baja,Tarjeta
16073,185,8,2,2,14,1,1502.79,1502.79,False,False,True,False,False,alta,Efectivo
16074,135,8,2,2,10,2,1742.48,3484.96,False,False,True,False,False,alta,Efectivo
16075,309,7,3,2,10,2,1068.52,2137.04,False,False,True,False,False,alta,Efectivo
16076,98,6,2,1,12,1,725.53,725.53,False,False,False,True,False,alta,Efectivo
16077,283,6,3,1,25,1,623.79,623.79,False,False,False,False,False,alta,Tarjeta
16078,223,6,4,1,21,3,1157.16,3471.48,False,False,False,False,False,alta,Tarjeta
16079,120,6,4,10,4,2,1843.77,3687.54,False,False,True,True,False,alta,Efectivo
16082,36,4,2,1,5,1,1006.93,1006.93,False,False,False,False,False,baja,Tarjeta
16084,207,3,2,2,17,4,1005.82,4023.28,True,False,True,False,False,baja,Efectivo
16085,75,8,2,9,27,3,1590.45,4771.35,True,False,True,True,False,alta,Tarjeta
16086,29,3,2,12,1,2,39.84,79.68,False,True,True,False,False,baja,Tarjeta
16089,304,8,2,3,14,2,1161.96,2323.92,False,False,True,False,False,alta,Efectivo
16090,285,6,3,2,3,1,401.95,401.95,False,False,True,False,False,alta,Tarjeta
16093,109,3,3,13,21,2,1549.66,3099.32,False,False,True,True,False,baja,Tarjeta
16095,309,4,3,2,12,2,904.5,1809.0,False,False,True,False,False,baja,Tarjeta
16096,217,4,2,2,6,3,1996.35,5989.05,True,False,True,False,False,baja,Tarjeta
16098,221,6,4,1,23,4,724.52,2898.08,False,False,False,False,False,alta,Tarjeta
16099,32,3,4,1,8,1,808.43,808.43,False,False,False,True,False,baja,Tarjeta
16100,300,6,1,2,27,3,1305.43,3916.29,True,False,True,False,False,alta,Tarjeta
16101,182,3,4,10,29,4,770.55,3082.2,False,False,True,False,False,baja,Tarjeta
16102,278,7,4,1,13,2,1930.08,3860.16,True,False,False,False,False,alta,Tarjeta
16103,183,3,3,5,20,3,422.36,1267.08,False,False,True,False,False,baja,Tarjeta
16105,3,3,4,12,26,2,109.13,218.26,False,False,True,True,False,baja,Efectivo
16106,117,7,1,1,12,3,1789.54,5368.62,True,False,False,False,False,alta,Efectivo
16107,137,1,2,1,25,2,595.13,1190.26,False,False,False,True,False,alta,Efectivo
16108,265,1,4,9,8,4,141.14,564.56,False,False,True,False,False,alta,Efectivo
16109,23,4,4,1,15,1,1615.83,1615.83,False,False,False,False,False,baja,Tarjeta
16110,235,6,3,1,24,3,1269.23,3807.69,True,False,False,True,False,alta,Tarjeta
16111,86,7,3,1,30,1,1576.7,1576.7,False,False,False,True,False,alta,Efectivo
16112,108,6,4,1,8,2,565.67,1131.34,False,False,False,True,False,alta,Tarjeta
