id_transaccion,fecha,mes,id_cliente,segmento_cliente,producto,categoria,precio_unitario,cantidad,metodo_pago,tienda,total_ticket
8714,2026-06-23,6,4808,Individual,USB,Accesorios,357.34,1,Efectivo,Monterrey,357.34
8715,2026-11-01,11,3809,Empresa,USB,Computo,1074.07,4,Tarjeta,Monterrey,4296.28
8716,2026-10-07,10,3425,Individual,Mouse,Computo,312.49,2,Efectivo,Guadalajara,624.98
8717,2026-06-13,6,4421,PyME,Smartwatch,Computo,1407.05,4,Efectivo,CDMX,5628.2
8718,2026-09-17,9,4475,,Monitor,Accesorios,625.99,1,Tarjeta,Guadalajara,625.99
8719,2026-11-09,11,3437,PyME,USB,Accesorios,834.06,2,Tarjeta,Guadalajara,1668.12
8720,2026-06-13,6,4968,PyME,Tablet,Accesorios,429.9,2,Tarjeta,CDMX,859.8
8721,2026-04-16,4,1520,,USB,Accesorios,1551.06,3,Tarjeta,CDMX,4653.18
8722,2026-09-05,9,1054,Empresa,Mouse,Accesorios,1078.77,1,Tarjeta,CDMX,1078.77
8723,2026-03-22,3,1031,Individual,Teclado,Accesorios,1148.23,1,Tarjeta,CDMX,1148.23
8724,2026-05-07,5,3912,Empresa,Monitor,Computo,1396.54,3,Efectivo,Monterrey,4189.62
8725,2026-10-01,10,4833,Empresa,Mouse,Computo,1791.48,3,Efectivo,Monterrey,5374.44
8726,2026-09-08,9,3577,PyME,Audífonos,Accesorios,1418.45,4,Efectivo,Monterrey,5673.8
8727,2026-06-06,6,3852,PyME,Tablet,Computo,873.82,4,Tarjeta,CDMX,3495.28
8728,2026-03-12,3,4262,PyME,USB,Accesorios,1698.71,3,Efectivo,CDMX,5096.13
8729,2026-05-02,5,3834,Empresa,Mouse,Accesorios,1785.12,4,Tarjeta,Guadalajara,7140.48
8730,2026-04-01,4,1352,Empresa,Mouse,Computo,395.44,4,Tarjeta,Monterrey,1581.76
8731,2026-03-15,3,3180,Empresa,Audífonos,Computo,469.19,4,Efectivo,Monterrey,1876.76
8732,2026-09-17,9,4383,Individual,Tablet,Accesorios,1445.71,2,Efectivo,CDMX,2891.42
8733,2026-04-20,4,3187,,USB,Computo,1468.92,3,Tarjeta,Monterrey,4406.76
8734,2026-06-03,6,3496,PyME,Teclado,Accesorios,1907.82,4,Efectivo,Guadalajara,7631.28
8735,2026-05-27,5,3245,PyME,Audífonos,Accesorios,1041.14,1,Efectivo,CDMX,1041.14
8736,2026-12-06,12,2232,PyME,Audífonos,Accesorios,1607.52,3,Efectivo,CDMX,4822.56
8737,2026-05-16,5,1391,Empresa,USB,Computo,1744.11,2,Tarjeta,Monterrey,3488.22
8738,2026-02-10,2,3692,,Teclado,Accesorios,187.23,1,Tarjeta,CDMX,187.23
8739,2026-02-13,2,3530,Individual,Laptop,Accesorios,1585.92,4,Tarjeta,CDMX,6343.68
8740,2026-07-08,7,2819,PyME,Mouse,Accesorios,1580.19,4,Efectivo,Guadalajara,6320.76
8741,2026-08-17,8,2486,Empresa,Smartwatch,Accesorios,217.21,3,Efectivo,Guadalajara,651.63
8742,2026-06-07,6,2851,PyME,Tablet,Computo,882.23,3,Tarjeta,CDMX,2646.69
8743,2026-06-24,6,2115,,Smartwatch,Computo,594.77,3,Tarjeta,Guadalajara,1784.31
8744,2026-01-05,1,1343,Empresa,Audífonos,Computo,1477.51,4,Tarjeta,Guadalajara,5910.04
8745,2026-06-08,6,3137,PyME,USB,Computo,711.75,4,Tarjeta,CDMX,2847.0
8746,2026-06-27,6,2095,Individual,Teclado,Accesorios,552.2,2,Efectivo,CDMX,1104.4
8747,2026-03-01,3,1354,Empresa,Smartwatch,Computo,334.93,4,Tarjeta,CDMX,1339.72
8748,2026-02-02,2,4151,Empresa,Teclado,Computo,414.56,2,Tarjeta,CDMX,829.12
8749,2026-02-04,2,3630,PyME,Tablet,Accesorios,406.01,1,Efectivo,CDMX,406.01
8750,2026-02-01,2,1528,,Laptop,Computo,645.49,3,Tarjeta,Monterrey,1936.47
8751,2026-08-21,8,3610,,Monitor,Accesorios,1967.24,2,Tarjeta,Guadalajara,3934.48
8752,2026-03-10,3,4510,PyME,Mouse,Computo,1636.18,1,Tarjeta,CDMX,1636.18
8753,2026-04-03,4,2122,PyME,Teclado,Computo,1748.5,2,Tarjeta,CDMX,3497.0
8754,2026-03-02,3,2343,Individual,USB,Accesorios,614.57,1,Tarjeta,Monterrey,614.57
8755,2026-12-07,12,4998,PyME,Laptop,Computo,126.22,4,Efectivo,Guadalajara,504.88
8756,2026-10-02,10,3746,Empresa,Mouse,Computo,460.88,4,Tarjeta,Guadalajara,1843.52
8757,2026-03-25,3,3630,Empresa,Laptop,Accesorios,1467.17,4,Efectivo,Guadalajara,5868.68
8758,2026-05-06,5,3610,Empresa,Monitor,Computo,778.76,2,Tarjeta,Monterrey,1557.52
8759,2026-03-08,3,1834,Empresa,Smartwatch,Accesorios,1389.2,3,Tarjeta,CDMX,4167.6
8760,2026-06-03,6,1017,PyME,Audífonos,Accesorios,95.97,2,Tarjeta,CDMX,191.94
8761,2026-01-21,1,3676,PyME,Mouse,Accesorios,1616.11,4,Tarjeta,Monterrey,6464.44
8762,2026-09-19,9,2690,Individual,Smartwatch,Accesorios,1457.57,3,Efectivo,Guadalajara,4372.71
8763,2026-06-09,6,4280,Individual,Teclado,Accesorios,1717.07,3,Tarjeta,CDMX,5151.21
8764,2026-11-01,11,1159,Individual,Smartwatch,Computo,986.04,1,Efectivo,CDMX,986.04
8765,2026-03-08,3,1074,Individual,Audífonos,Computo,647.78,1,Efectivo,CDMX,647.78
8766,2026-10-06,10,4787,Individual,Teclado,Accesorios,212.3,2,Tarjeta,Guadalajara,424.6
8767,2026-09-23,9,2709,Empresa,Audífonos,Computo,1023.87,3,Tarjeta,Guadalajara,3071.61
8768,2026-03-02,3,1675,PyME,Tablet,Computo,1510.41,3,Tarjeta,CDMX,4531.23
8769,2026-06-23,6,1075,Empresa,Laptop,Accesorios,1331.6,1,Efectivo,Monterrey,1331.6
8770,2026-03-14,3,4723,Individual,USB,Accesorios,1782.54,4,Efectivo,Guadalajara,7130.16
8771,2026-04-01,4,4386,PyME,Teclado,Accesorios,1146.27,4,Efectivo,Monterrey,4585.08
8772,2026-04-07,4,3259,Individual,Monitor,Computo,299.22,1,Tarjeta,Monterrey,299.22
8773,2026-07-11,7,4753,Individual,Audífonos,Accesorios,1043.68,2,Tarjeta,CDMX,2087.36
8774,2026-06-16,6,1322,PyME,Tablet,Computo,1315.33,4,Tarjeta,Monterrey,5261.32
8775,2026-12-24,12,3334,PyME,Laptop,Computo,260.66,1,Tarjeta,Guadalajara,260.66
8776,2026-03-02,3,4332,Empresa,Mouse,Accesorios,992.87,2,Efectivo,Monterrey,1985.74
8777,2026-12-26,12,3643,,Monitor,Accesorios,393.07,4,Efectivo,Guadalajara,1572.28
8778,2026-03-18,3,1743,PyME,Laptop,Accesorios,1174.5,3,Tarjeta,Monterrey,3523.5
8779,2026-09-19,9,3410,Individual,Mouse,Accesorios,1035.53,1,Tarjeta,CDMX,1035.53
8780,2026-05-10,5,3734,PyME,Audífonos,Accesorios,723.02,4,Efectivo,Monterrey,2892.08
8781,2026-03-04,3,1247,Empresa,Mouse,Computo,1778.55,2,Efectivo,CDMX,3557.1
8782,2026-10-24,10,1681,PyME,Mouse,Accesorios,262.61,2,Efectivo,Monterrey,525.22
8783,2026-04-03,4,4840,Individual,Laptop,Accesorios,981.68,1,Tarjeta,Monterrey,981.68
8784,2026-08-13,8,4255,Individual,Mouse,Accesorios,218.26,4,Efectivo,Guadalajara,873.04
8785,2026-07-06,7,1138,Empresa,Monitor,Computo,1697.68,1,Efectivo,Guadalajara,1697.68
8786,2026-06-10,6,2772,PyME,Tablet,Computo,1848.01,4,Tarjeta,Monterrey,7392.04
8787,2026-06-27,6,3216,Empresa,Teclado,Accesorios,1632.28,1,Tarjeta,Monterrey,1632.28
8788,2026-09-08,9,1803,PyME,USB,Accesorios,1342.76,1,Tarjeta,Guadalajara,1342.76
8789,2026-02-10,2,1634,Empresa,Laptop,Computo,376.26,2,Efectivo,Monterrey,752.52
8790,2026-08-02,8,4358,Individual,Audífonos,Computo,946.79,2,Efectivo,CDMX,1893.58
8791,2026-11-20,11,2342,Individual,Mouse,Computo,1563.94,3,Efectivo,CDMX,4691.82
8792,2026-01-15,1,4159,PyME,Smartwatch,Computo,24.53,1,Efectivo,CDMX,24.53
8793,2026-03-01,3,2531,PyME,Monitor,Accesorios,427.7,2,Tarjeta,CDMX,855.4
8794,2026-09-11,9,2422,Empresa,Tablet,Accesorios,1137.02,3,Tarjeta,CDMX,3411.06
8795,2026-06-24,6,3872,Empresa,Teclado,Computo,1705.54,4,Tarjeta,Guadalajara,6822.16
8796,2026-06-01,6,1385,Empresa,Mouse,Computo,758.91,1,Efectivo,Monterrey,758.91
8797,2026-03-25,3,1284,Empresa,Teclado,Computo,1196.43,4,Tarjeta,CDMX,4785.72
8798,2026-06-22,6,3874,Empresa,Teclado,Accesorios,81.39,4,Efectivo,Guadalajara,325.56
8799,2026-03-16,3,1296,Individual,Smartwatch,Accesorios,1387.25,4,Efectivo,Monterrey,5549.0
8800,2026-06-12,6,3901,Individual,Mouse,Accesorios,164.21,4,Efectivo,CDMX,656.84
8801,2026-09-12,9,1040,,Mouse,Accesorios,1008.96,2,Efectivo,CDMX,2017.92
8802,2026-04-19,4,3298,Empresa,Teclado,Accesorios,765.42,1,Efectivo,Guadalajara,765.42
8803,2026-06-13,6,1138,Empresa,Teclado,Accesorios,1630.22,2,Tarjeta,CDMX,3260.44
8804,2026-12-08,12,3295,Individual,Mouse,Accesorios,140.51,2,Tarjeta,Monterrey,281.02
8805,2026-09-02,9,4678,Individual,Monitor,Accesorios,1855.68,3,Tarjeta,CDMX,5567.04
8806,2026-10-27,10,2405,Empresa,Audífonos,Computo,1806.42,4,Tarjeta,Guadalajara,7225.68
8807,2026-06-19,6,4946,Empresa,Mouse,Computo,1707.87,4,Tarjeta,Guadalajara,6831.48
8808,2026-09-14,9,2958,Individual,Mouse,Computo,926.51,3,Tarjeta,Monterrey,2779.53
8809,2026-01-23,1,2742,Individual,Audífonos,Accesorios,1975.77,3,Efectivo,Monterrey,5927.31
8810,2026-02-27,2,4170,Empresa,Mouse,Accesorios,1208.77,4,Efectivo,CDMX,4835.08
8811,2026-03-01,3,4536,PyME,USB,Accesorios,408.21,1,Efectivo,Guadalajara,408.21
8812,2026-06-25,6,4203,Empresa,Laptop,Accesorios,193.53,4,Efectivo,CDMX,774.12
8813,2026-10-26,10,1755,PyME,Tablet,Accesorios,1512.86,2,Efectivo,Monterrey,3025.72
8814,2026-05-09,5,3078,Empresa,Audífonos,Computo,422.4,2,Efectivo,Guadalajara,844.8
8815,2026-08-19,8,1732,PyME,Monitor,Computo,179.43,3,Tarjeta,Guadalajara,538.29
8816,2026-09-14,9,2821,Individual,Mouse,Computo,1441.4,1,Tarjeta,Guadalajara,1441.4
8817,2026-07-04,7,3492,PyME,Mouse,Computo,896.95,3,Tarjeta,Guadalajara,2690.85
8818,2026-05-02,5,3500,Individual,Monitor,Accesorios,1874.8,4,Efectivo,Monterrey,7499.2
8819,2026-07-10,7,4676,Individual,Monitor,Computo,1798.74,3,Efectivo,CDMX,5396.22
8820,2026-05-27,5,4603,PyME,Tablet,Accesorios,960.68,4,Efectivo,Guadalajara,3842.72
8821,2026-02-15,2,2480,,Monitor,Accesorios,1800.94,2,Efectivo,Monterrey,3601.88
8822,2026-12-01,12,2268,Empresa,Laptop,Accesorios,1745.66,1,Efectivo,CDMX,1745.66
8823,2026-03-11,3,3916,Individual,Laptop,Computo,1333.53,1,Efectivo,Monterrey,1333.53
8824,2026-02-16,2,4341,PyME,Mouse,Accesorios,1791.83,1,Efectivo,Monterrey,1791.83
8825,2026-11-13,11,1503,Individual,USB,Computo,745.64,4,Efectivo,Monterrey,2982.56
8826,2026-04-08,4,4190,Empresa,Audífonos,Accesorios,1922.15,4,Tarjeta,Guadalajara,7688.6
8827,2026-08-27,8,2067,PyME,USB,Computo,1131.69,4,Tarjeta,CDMX,4526.76
8828,2026-05-09,5,3577,Individual,Audífonos,Accesorios,1378.91,4,Efectivo,Monterrey,5515.64
8829,2026-05-15,5,2968,Empresa,Tablet,Computo,519.56,1,Tarjeta,Guadalajara,519.56
8830,2026-04-25,4,4280,Individual,Teclado,Computo,837.07,3,Tarjeta,Guadalajara,2511.21
8831,2026-05-26,5,4664,Individual,Teclado,Accesorios,1117.33,4,Tarjeta,CDMX,4469.32
8832,2026-06-05,6,1441,PyME,Mouse,Computo,272.06,4,Tarjeta,Monterrey,1088.24
8833,2026-09-21,9,2788,,Monitor,Accesorios,1757.4,3,Tarjeta,CDMX,5272.2
8834,2026-06-21,6,2861,Individual,Teclado,Computo,685.69,1,Efectivo,Guadalajara,685.69
8835,2026-12-22,12,2300,,Teclado,Accesorios,1131.93,1,Efectivo,Guadalajara,1131.93
8836,2026-01-20,1,2784,Individual,Laptop,Computo,1874.33,3,Tarjeta,Monterrey,5622.99
8837,2026-06-18,6,3741,Empresa,Monitor,Accesorios,321.03,3,Efectivo,CDMX,963.09
8838,2026-07-02,7,4053,PyME,Mouse,Accesorios,573.74,4,Tarjeta,Guadalajara,2294.96
8839,2026-11-22,11,3857,Individual,Monitor,Accesorios,63.21,4,Efectivo,Guadalajara,252.84
8840,2026-01-05,1,2289,PyME,Tablet,Accesorios,1906.27,1,Tarjeta,Guadalajara,1906.27
8841,2026-07-20,7,3411,Individual,Tablet,Accesorios,330.73,1,Tarjeta,Monterrey,330.73
8842,2026-10-16,10,1347,Empresa,Mouse,Computo,748.72,3,Tarjeta,Monterrey,2246.16
8843,2026-03-16,3,3660,Empresa,Mouse,Computo,759.48,4,Efectivo,CDMX,3037.92
8844,2026-11-22,11,1812,Individual,Laptop,Computo,564.95,3,Tarjeta,Guadalajara,1694.85
8845,2026-01-04,1,4254,Empresa,USB,Computo,1530.67,1,Tarjeta,Monterrey,1530.67
8846,2026-09-26,9,1532,Individual,Teclado,Computo,901.11,1,Tarjeta,Guadalajara,901.11
8847,2026-11-20,11,3344,Individual,Smartwatch,Computo,629.1,3,Tarjeta,Monterrey,1887.3
8848,2026-08-22,8,2603,PyME,Mouse,Computo,1293.23,2,Efectivo,Guadalajara,2586.46
8849,2026-06-11,6,4812,PyME,Mouse,Accesorios,794.25,4,Tarjeta,CDMX,3177.0
8850,2026-01-20,1,3796,PyME,Mouse,Computo,42.58,1,Tarjeta,CDMX,42.58
8851,2026-11-16,11,3558,Individual,Mouse,Accesorios,195.73,1,Efectivo,Monterrey,195.73
8852,2026-06-25,6,2971,PyME,Monitor,Computo,654.87,2,Efectivo,Guadalajara,1309.74
8853,2026-01-23,1,4183,Individual,Smartwatch,Computo,103.01,2,Efectivo,Monterrey,206.02
8854,2026-09-12,9,2669,PyME,Monitor,Computo,1426.27,4,Efectivo,Monterrey,5705.08
8855,2026-06-06,6,4096,Individual,Laptop,Accesorios,1078.2,1,Efectivo,Guadalajara,1078.2
8856,2026-03-16,3,4136,Individual,Tablet,Computo,852.83,2,Tarjeta,Monterrey,1705.66
8857,2026-03-19,3,3787,Individual,Audífonos,Computo,368.02,3,Efectivo,CDMX,1104.06
8858,2026-02-11,2,1253,Empresa,Teclado,Computo,1753.52,1,Efectivo,CDMX,1753.52
8859,2026-07-12,7,2257,Empresa,USB,Computo,1000.0,1,Tarjeta,CDMX,1000.0
8860,2026-08-04,8,3978,Individual,Tablet,Accesorios,20.2,2,Tarjeta,Guadalajara,40.4
8861,2026-06-13,6,4330,Individual,Mouse,Accesorios,412.28,3,Tarjeta,Guadalajara,1236.84
8862,2026-10-02,10,3155,PyME,Smartwatch,Accesorios,1378.71,3,Efectivo,Guadalajara,4136.13
8863,2026-10-19,10,2831,PyME,Audífonos,Accesorios,1102.1,3,Tarjeta,Guadalajara,3306.3
8864,2026-08-11,8,1063,Empresa,USB,Computo,1686.08,3,Tarjeta,Guadalajara,5058.24
8865,2026-01-01,1,1215,Individual,Audífonos,Accesorios,1993.65,2,Efectivo,CDMX,3987.3
8866,2026-09-09,9,3646,Empresa,Audífonos,Computo,1526.05,4,Efectivo,CDMX,6104.2
8867,2026-06-10,6,1089,Individual,Mouse,Accesorios,416.25,3,Tarjeta,CDMX,1248.75
8868,2026-07-03,7,3500,Empresa,Smartwatch,Accesorios,233.49,2,Tarjeta,Monterrey,466.98
8869,2026-08-08,8,1545,Individual,Teclado,Accesorios,536.01,2,Efectivo,Monterrey,1072.02
8870,2026-05-16,5,2268,PyME,Smartwatch,Computo,1822.9,2,Efectivo,Monterrey,3645.8
8871,2026-11-04,11,3483,PyME,Teclado,Computo,445.33,3,Efectivo,Guadalajara,1335.99
8872,2026-03-11,3,4789,Individual,Mouse,Computo,888.79,1,Tarjeta,Monterrey,888.79
8873,2026-09-08,9,2815,Individual,Smartwatch,Computo,1266.03,3,Tarjeta,Guadalajara,3798.09
8874,2026-01-07,1,3557,Empresa,Laptop,Computo,1405.44,2,Tarjeta,Guadalajara,2810.88
8875,2026-11-20,11,3941,Empresa,Laptop,Accesorios,911.58,4,Tarjeta,CDMX,3646.32
8876,2026-02-15,2,2701,Individual,Smartwatch,Accesorios,1342.13,3,Efectivo,Monterrey,4026.39
8877,2026-02-23,2,2888,PyME,Audífonos,Computo,1891.51,1,Tarjeta,Guadalajara,1891.51
8878,2026-05-08,5,2204,Individual,Mouse,Computo,425.23,3,Tarjeta,Guadalajara,1275.69
8879,2026-05-10,5,1439,Individual,USB,Accesorios,916.23,3,Tarjeta,Guadalajara,2748.69
8880,2026-03-19,3,4088,PyME,Laptop,Accesorios,519.04,2,Efectivo,Guadalajara,1038.08
8881,2026-07-05,7,1480,PyME,Monitor,Computo,21.97,4,Tarjeta,CDMX,87.88
8882,2026-06-27,6,3283,Empresa,Smartwatch,Accesorios,973.51,4,Tarjeta,CDMX,3894.04
8883,2026-01-03,1,4307,Empresa,Smartwatch,Computo,866.71,3,Efectivo,Guadalajara,2600.13
8884,2026-05-07,5,1654,PyME,Teclado,Accesorios,1418.97,1,Efectivo,CDMX,1418.97
8885,2026-10-06,10,3402,Individual,Monitor,Computo,548.02,4,Tarjeta,Monterrey,2192.08
8886,2026-09-17,9,4085,PyME,USB,Accesorios,1520.63,4,Efectivo,Monterrey,6082.52
8887,2026-09-10,9,2724,PyME,Smartwatch,Computo,1152.74,1,Efectivo,Monterrey,1152.74
8888,2026-09-21,9,3989,,Monitor,Computo,1228.57,2,Tarjeta,Guadalajara,2457.14
8889,2026-04-20,4,4597,Individual,Laptop,Accesorios,1492.21,1,Tarjeta,Guadalajara,1492.21
8890,2026-02-15,2,2381,PyME,Teclado,Accesorios,1325.59,1,Tarjeta,CDMX,1325.59
8891,2026-04-02,4,1748,Individual,Smartwatch,Accesorios,1416.85,3,Efectivo,Guadalajara,4250.55
8892,2026-10-01,10,1676,,Tablet,Computo,1651.27,1,Tarjeta,CDMX,1651.27
8893,2026-12-12,12,4659,PyME,Monitor,Computo,1786.45,3,Tarjeta,Monterrey,5359.35
8894,2026-06-13,6,4444,Empresa,Teclado,Accesorios,453.54,1,Efectivo,Guadalajara,453.54
8895,2026-01-12,1,2250,Individual,Monitor,Accesorios,1443.24,1,Efectivo,Guadalajara,1443.24
8896,2026-03-12,3,2567,Empresa,Smartwatch,Computo,361.26,2,Tarjeta,Monterrey,722.52
8897,2026-05-07,5,4585,,Teclado,Accesorios,1988.27,4,Tarjeta,Monterrey,7953.08
8898,2026-07-07,7,3912,Empresa,Mouse,Computo,604.85,3,Tarjeta,Monterrey,1814.55
8899,2026-02-06,2,3449,PyME,USB,Computo,930.2,4,Tarjeta,CDMX,3720.8
8900,2026-12-13,12,2134,PyME,USB,Computo,1525.15,3,Efectivo,Guadalajara,4575.45
8901,2026-05-21,5,2273,Individual,Laptop,Accesorios,1817.07,1,Efectivo,Guadalajara,1817.07
8902,2026-11-09,11,2167,Individual,Mouse,Computo,1705.71,1,Tarjeta,Monterrey,1705.71
8903,2026-09-16,9,4928,Empresa,Teclado,Accesorios,1670.48,4,Tarjeta,Guadalajara,6681.92
8904,2026-09-02,9,1345,PyME,Laptop,Accesorios,653.53,4,Efectivo,Guadalajara,2614.12
8905,2026-08-27,8,3308,Empresa,Laptop,Accesorios,1282.32,3,Efectivo,Monterrey,3846.96
8906,2026-08-11,8,4215,PyME,Smartwatch,Computo,1701.55,3,Efectivo,CDMX,5104.65
8907,2026-08-03,8,1107,,USB,Accesorios,1197.47,3,Tarjeta,Monterrey,3592.41
8908,2026-08-09,8,2359,Individual,Audífonos,Computo,1160.34,1,Efectivo,Guadalajara,1160.34
8909,2026-07-12,7,1522,PyME,Tablet,Computo,1219.73,1,Tarjeta,Monterrey,1219.73
8910,2026-12-02,12,4591,PyME,Mouse,Computo,190.23,3,Tarjeta,CDMX,570.69
8911,2026-09-19,9,4522,Individual,Monitor,Accesorios,912.52,3,Tarjeta,Monterrey,2737.56
8912,2026-09-06,9,4892,Individual,Smartwatch,Computo,1229.09,1,Efectivo,CDMX,1229.09
8913,2026-11-26,11,2339,Individual,Laptop,Computo,497.97,4,Tarjeta,CDMX,1991.88
8914,2026-03-23,3,3255,Individual,Monitor,Accesorios,41.54,4,Efectivo,Guadalajara,166.16
8915,2026-02-18,2,1518,PyME,Smartwatch,Accesorios,970.83,2,Efectivo,Guadalajara,1941.66
8916,2026-06-13,6,1731,PyME,USB,Accesorios,776.22,1,Efectivo,CDMX,776.22
8917,2026-06-14,6,2665,PyME,Mouse,Computo,1773.87,2,Efectivo,Monterrey,3547.74
8918,2026-10-08,10,4954,PyME,Audífonos,Computo,1354.52,1,Efectivo,CDMX,1354.52
8919,2026-06-09,6,2890,Empresa,Laptop,Computo,658.73,4,Tarjeta,Guadalajara,2634.92
8920,2026-07-13,7,1030,PyME,Audífonos,Accesorios,772.96,2,Tarjeta,Guadalajara,1545.92
8921,2026-07-17,7,4850,PyME,Smartwatch,Accesorios,95.61,2,Tarjeta,Monterrey,191.22
8922,2026-01-06,1,2256,Empresa,Tablet,Computo,68.7,2,Efectivo,Guadalajara,137.4
8923,2026-08-20,8,4018,Empresa,USB,Accesorios,1824.82,2,Efectivo,Guadalajara,3649.64
8924,2026-10-10,10,1064,Empresa,Audífonos,Accesorios,1161.57,2,Efectivo,Guadalajara,2323.14
8925,2026-03-11,3,1060,Empresa,Smartwatch,Computo,212.61,4,Tarjeta,Guadalajara,850.44
8926,2026-07-10,7,1696,Empresa,Teclado,Accesorios,150.46,4,Efectivo,Monterrey,601.84
8927,2026-07-21,7,1093,PyME,Audífonos,Accesorios,574.16,2,Efectivo,CDMX,1148.32
8928,2026-03-06,3,4677,,Tablet,Accesorios,553.41,3,Efectivo,CDMX,1660.23
8929,2026-02-06,2,2824,PyME,USB,Accesorios,1257.49,3,Tarjeta,CDMX,3772.47
8930,2026-12-15,12,3187,PyME,Tablet,Accesorios,763.0,4,Tarjeta,Monterrey,3052.0
8931,2026-06-07,6,3505,Individual,Monitor,Computo,1266.19,3,Tarjeta,CDMX,3798.57
8932,2026-03-25,3,2206,PyME,Audífonos,Accesorios,1946.92,4,Efectivo,Guadalajara,7787.68
8933,2026-03-12,3,2003,PyME,Teclado,Computo,952.74,1,Efectivo,Monterrey,952.74
8934,2026-08-20,8,2773,,Mouse,Computo,904.88,4,Efectivo,Guadalajara,3619.52
8935,2026-08-09,8,1298,PyME,Smartwatch,Computo,688.08,3,Efectivo,Monterrey,2064.24
8936,2026-08-01,8,2987,Individual,Smartwatch,Computo,65.37,2,Efectivo,Monterrey,130.74
8937,2026-02-25,2,1617,PyME,Tablet,Computo,1442.83,2,Tarjeta,Monterrey,2885.66
8938,2026-11-24,11,3167,Empresa,Laptop,Computo,283.01,2,Efectivo,CDMX,566.02
8939,2026-05-16,5,1496,Individual,Tablet,Accesorios,305.05,1,Tarjeta,Guadalajara,305.05
8940,2026-04-18,4,4552,,Mouse,Computo,420.3,4,Tarjeta,CDMX,1681.2
8941,2026-06-23,6,4685,Empresa,Teclado,Computo,65.05,3,Efectivo,CDMX,195.15
8942,2026-05-07,5,4422,,Tablet,Accesorios,1328.89,4,Efectivo,Monterrey,5315.56
8943,2026-10-18,10,1222,PyME,Smartwatch,Computo,600.24,4,Efectivo,Monterrey,2400.96
8944,2026-11-08,11,2284,,Monitor,Computo,554.8,2,Tarjeta,Monterrey,1109.6
8945,2026-04-22,4,3366,Individual,Laptop,Computo,1654.98,1,Tarjeta,Guadalajara,1654.98
8946,2026-10-15,10,3004,Empresa,Monitor,Computo,849.37,2,Tarjeta,Guadalajara,1698.74
8947,2026-09-06,9,3577,Empresa,Smartwatch,Computo,1869.38,2,Efectivo,CDMX,3738.76
8948,2026-11-27,11,1849,PyME,Mouse,Computo,1111.84,3,Tarjeta,CDMX,3335.52
8949,2026-03-21,3,2155,Individual,Laptop,Computo,65.92,2,Tarjeta,CDMX,131.84
8950,2026-07-12,7,3993,Empresa,Monitor,Computo,663.34,2,Tarjeta,CDMX,1326.68
8951,2026-04-27,4,3835,Empresa,USB,Accesorios,1982.71,1,Tarjeta,Monterrey,1982.71
8952,2026-10-15,10,4124,Individual,Laptop,Computo,1182.2,4,Tarjeta,CDMX,4728.8
8953,2026-01-24,1,2683,Empresa,Mouse,Accesorios,291.78,1,Tarjeta,CDMX,291.78
8954,2026-07-15,7,4311,,Smartwatch,Computo,896.8,3,Tarjeta,Monterrey,2690.4
8955,2026-05-10,5,2589,PyME,Monitor,Computo,1926.8,4,Tarjeta,Guadalajara,7707.2
8956,2026-05-09,5,1027,Individual,Smartwatch,Computo,1585.95,3,Efectivo,CDMX,4757.85
8957,2026-08-14,8,3286,Empresa,Tablet,Computo,1682.49,2,Efectivo,Guadalajara,3364.98
8958,2026-10-21,10,1076,Empresa,USB,Accesorios,953.57,3,Efectivo,Guadalajara,2860.71
8959,2026-08-14,8,1162,PyME,Laptop,Accesorios,945.08,3,Efectivo,Monterrey,2835.24
8960,2026-10-17,10,1913,Empresa,Laptop,Accesorios,446.77,2,Efectivo,Guadalajara,893.54
8961,2026-04-11,4,1416,Empresa,Monitor,Computo,1842.27,4,Efectivo,Guadalajara,7369.08
8962,2026-06-06,6,3852,Empresa,Mouse,Computo,547.6,3,Tarjeta,Guadalajara,1642.8
8963,2026-06-12,6,3275,Individual,Teclado,Computo,693.75,2,Tarjeta,CDMX,1387.5
8964,2026-01-17,1,1136,Individual,Laptop,Computo,762.49,4,Tarjeta,Monterrey,3049.96
8965,2026-07-05,7,1537,Individual,Monitor,Computo,503.25,4,Tarjeta,Monterrey,2013.0
8966,2026-08-06,8,4072,Empresa,Monitor,Accesorios,513.82,2,Efectivo,Guadalajara,1027.64
8967,2026-07-03,7,3200,Empresa,Smartwatch,Computo,1281.67,3,Efectivo,Guadalajara,3845.01
8968,2026-09-01,9,3135,Empresa,USB,Accesorios,1168.85,1,Tarjeta,Monterrey,1168.85
8969,2026-07-18,7,4741,Individual,Monitor,Accesorios,1922.02,1,Efectivo,Monterrey,1922.02
8970,2026-02-14,2,3601,Empresa,Teclado,Computo,704.15,4,Efectivo,Guadalajara,2816.6
8971,2026-02-12,2,4147,Empresa,Audífonos,Computo,1685.25,3,Tarjeta,Monterrey,5055.75
8972,2026-07-12,7,3283,PyME,USB,Computo,112.29,2,Tarjeta,Monterrey,224.58
8973,2026-04-11,4,1250,PyME,Monitor,Computo,1815.57,3,Efectivo,Guadalajara,5446.71
8974,2026-02-19,2,4470,PyME,Tablet,Computo,1749.39,1,Efectivo,Guadalajara,1749.39
8975,2026-06-03,6,3771,Empresa,Smartwatch,Computo,1217.14,2,Tarjeta,Monterrey,2434.28
8976,2026-07-02,7,4802,PyME,Teclado,Computo,1155.67,4,Efectivo,CDMX,4622.68
